,AAA Organization Name,AAA Year Found,AAA EIN,activityormissiondesc,votingmembersgoverningbodycnt,votingmembersindependentcnt,totalemployeecnt,totalvolunteerscnt,totalgrossubiamt,pycontributionsgrantsamt,cycontributionsgrantsamt,cyprogramservicerevenueamt,pyinvestmentincomeamt,cyinvestmentincomeamt,pyotherrevenueamt,cyotherrevenueamt,pytotalrevenueamt,cytotalrevenueamt,pygrantsandsimilarpaidamt,cygrantsandsimilarpaidamt,cybenefitspaidtomembersamt,pysalariescompempbnftpaidamt,cysalariescompempbnftpaidamt,cytotalproffndrsngexpnsamt,cytotalfundraisingexpenseamt,pyotherexpensesamt,cyotherexpensesamt,pytotalexpensesamt,cytotalexpensesamt,pyrevenueslessexpensesamt,cyrevenueslessexpensesamt,totalassetsboyamt,totalassetseoyamt,totalliabilitiesboyamt,totalliabilitieseoyamt,netassetsorfundbalancesboyamt,netassetsorfundbalanceseoyamt
0,Techbridge Girls,2015,274162514,"TO EMPOWER GIRLS TO REALIZE THEIR DREAMS THROUGH SCIENCE, TECHNOLOGY, AND ENGINEERING.",8,7,20,300,0,2124082,1623751,486220,3553,739,3317,40139,2309688,2150849,165443,274890,0,1159605,1481941,420,213116,803542,804044,2130454,2561295,179234,-410446,1292897,986869,174684,279102,1118213,707767
0,Teens Count,2016,341996713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328,1328
0,Teens Count,2015,341996713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8685,314
0,The Andrew Keegan Theare Company,2017,521828004,TO TAKE AUDIENCES TO THE VITAL HEART OF THE THEATER EXPERIENCE. EXTRAORDINARY ARTISTS IN AN INTIMATE SETTING EXPLORING THE HUMAN CONDITION.,10,10,6,12,0,1723963,212080,504479,,0,,0,1852516,716559,,0,0,55080,171351,0,0,443104,860220,498184,1031571,1354332,-315012,3825555,3543925,789819,823201,3035736,2720724
0,The Andrew Keegan Theare Company,2016,521828004,TO TAKE AUDIENCES TO THE VITAL HEART OF THE THEATER EXPERIENCE. EXTRAORDINARY ARTISTS IN AN INTIMATE SETTING EXPLORING THE HUMAN CONDITION.,10,10,0,16,0,265673,1723963,128553,,0,,0,709331,1852516,,0,0,33800,55080,0,0,655302,443104,689102,498184,20229,1354332,2055587,3825555,855985,789819,1199602,3035736
0,The Andrew Keegan Theare Company,2015,521828004,TO TAKE AUDIENCES TO THE VITAL HEART OF THE THEATER EXPERIENCE. EXTRAORDINARY ARTISTS IN AN INTIMATE SETTING EXPLORING THE HUMAN CONDITION.,7,7,0,16,0,2111121,265673,443658,,0,,0,2574956,709331,,0,0,,33800,0,0,2427786,655302,2427786,689102,147170,20229,1955149,2055587,922685,855985,1032464,1199602
0,The Boarder Baby Project Ltd dba The Little Blue House,2016,521680820,"The organization's mission is to foster the development of vulnerable and at-risk children and youth in the district in a safe, stable and healthy environment.",6,6,17,10,0,218769,169925,0,0,384557,0,0,218769,554482,0,0,0,115661,102602,0,0,149563,173005,265224,275607,-46455,278875,184682,332319,180638,49400,4044,282919
0,The Boarder Baby Project Ltd dba The Little Blue House,2014,521680820,"The organization's mission is to foster the development of vulnerable and at-risk children and youth in the district in a safe, stable and healthy environment.",6,6,15,,0,346501,218769,0,0,0,800,0,347301,218769,0,0,0,168098,115661,0,0,166776,149563,334874,265224,12427,-46455,160317,184682,109818,180638,50499,4044
0,The Latino Student Fund,2017,521859975,"THE LATINO STUDENT FUND (LSF) IS A NON-PROFIT ORGANIZATION FOUNDED IN 1994 IN WASHINGTON, D.C. WITH A MISSION TO PROVIDE OPPORTUNITIES FOR A STRONG ACADEMIC FOUNDATION FOR UNDERSERVED PREK-12TH GRADE STUDENTS OF HISPANIC DESCENT AND TO PROMOTE HIGHER EDUCATION AND PROFESSIONAL LEADERSHIP.",14,14,9,296,0,558286,502646,32507,485,681,8145,25259,566916,561093,78500,62500,0,291222,350294,0,70073,213177,202212,582899,615006,-15983,-53913,349965,276101,23987,34180,325978,241921
0,The Latino Student Fund,2016,521859975,The mission of the Latino Student Fund (LSF) is to provide opportunities for a strong academic foundation for underserved PreK-12th grade students of Hispanic descent and to promote higher education and professional leadership.,13,13,6,,0,477506,558286,0,1164,485,32067,8145,510737,566916,96500,78500,0,247673,291222,0,76570,160012,213177,504185,582899,6552,-15983,350616,349965,9507,23987,341109,325978
0,The Latino Student Fund,2015,521859975,The mission of the Latino Student Fund (LSF) is to provide opportunities for a strong academic foundation for underserved PreK-12th grade students of Hispanic descent and to promote higher education and professional leadership.,10,10,4,,0,393940,477506,0,1162,1164,49945,32067,445047,510737,92000,96500,0,215586,247673,0,55775,153407,160012,463364,504185,-18317,6552,371408,350616,3851,9507,367557,341109
0,The Learning Tree,2017,262963674,PROVIDES STEM PROGRAM FOR HUNDREDS OF DISADVANTAGED CHILDREN,3,3,1,,11855,204847,295497,0,,0,371,11855,224692,307352,,0,0,98023,223284,0,0,156398,87109,254421,310393,-29729,-3041,4104,1794,15770,15770,-11666,-13976
0,The National Organization of Concerned Black Men,2017,521790616,"CONCERNED BLACK MEN NATIONAL PROVIDES GUIDANCE, SUPPORT AND ENCOURAGEMENT TO CHILDREN WHILE STABILIZING FAMILIES POSITIONING THEM TO LEAD HEALTH PRODUCTIVE LIVES.",6,5,28,125,0,2831272,1687251,0,,0,63,0,2831335,1687251,,0,0,1804778,966393,0,9570,932955,794259,2737733,1760652,93602,-73401,137743,118425,280442,334525,-142699,-216100
0,The National Organization of Concerned Black Men,2016,521790616,"CONCERNED BLACK MEN NATIONAL PROVIDES GUIDANCE, SUPPORT AND ENCOURAGEMENT TO CHILDREN WHILE STABILIZING FAMILIES POSITIONING THEM TO LEAD HEALTH PRODUCTIVE LIVES.",6,5,28,125,0,2748172,2831272,0,,0,,63,2748172,2831335,,0,0,1688674,1804778,0,3866,1019524,932955,2708198,2737733,39974,93602,203133,137743,439434,280442,-236301,-142699
0,The National Organization of Concerned Black Men,2015,521790616,"CONCERNED BLACK MEN NATIONAL PROVIDES GUIDANCE, SUPPORT AND ENCOURAGEMENT TO CHILDREN WHILE STABILIZING FAMILIES, POSITIONING THEM TO LEAD HEALTH PRODUCTIVE LIVES.",6,5,28,125,0,2346695,2748172,0,,0,3879,0,2350574,2748172,,0,0,1506683,1688674,0,0,813010,1019524,2319693,2708198,30881,39974,251896,203133,222491,439434,29405,-236301
0,The Washington School for Girls,2018,522031849,CLOSE THE EDUCATIONAL GAP AND BROADEN THE EDUCATIONAL OPPORTUNITIES FOR GIRLS FROM ECONOMICALLY DISADVANTAGED COMMUNITIES IN GRADES 3-8.,13,13,40,45,0,3285950,4265810,37130,90032,139557,0,0,3396757,4442497,0,0,0,1946886,2190086,0,424515,1173650,1357712,3120536,3547798,276221,894699,5181086,6274659,44487,57504,5136599,6217155
0,The Washington School for Girls,2017,522031849,THE WASHINGTON SCHOOL FOR GIRLS SERVES STUDENTS 3RD THROUGH 8TH GRADES WHO ARE AT RISK OF TERMINATING THEIR EDUCATION PREMATURELY.,13,13,38,45,0,2898899,3285950,20775,113747,90032,0,0,3032694,3396757,0,0,0,1529188,1946886,0,442032,914357,1173650,2443545,3120536,589149,276221,4997692,5181086,128496,44487,4869196,5136599
0,The Washington School for Girls,2016,522031849,THE WASHINGTON SCHOOL FOR GIRLS SERVES STUDENTS 4TH THROUGH 8TH GRADES WHO ARE AT RISK OF TERMINATING THEIR EDUCATION PREMATURELY.,13,13,36,30,0,3091777,2898899,20048,61994,113747,0,0,3175080,3032694,0,0,0,1347501,1529188,0,374983,802104,914357,2149605,2443545,1025475,589149,4361765,4997692,29779,128496,4331986,4869196
0,United Planning Organization,2017,520788987,"UNITED PLANNING ORGANIZATION'S MISSION IS TO PLAN, COORDINATE & IMPLEMENT HUMAN SERVICES.",17,17,398,728,0,30434931,30232380,94295,5461,9140,85958,55257,30566184,30391072,4151658,3631158,0,18041135,18126012,0,0,8194757,8438434,30387550,30195604,178634,195468,17423392,16530554,13112445,11987890,4310947,4542664
0,United Planning Organization,2016,520788987,"UNITED PLANNING ORGANIZATION'S MISSION IS TO PLAN, COORDINATE & IMPLEMENT HUMAN SERVICES.",18,18,399,509,0,36277037,30434931,39834,396,5461,344002,85958,36678514,30566184,10559838,4151658,0,17228715,18041135,0,0,9045152,8194757,36833705,30387550,-155191,178634,16496801,17423392,12903787,13112445,3593014,4310947
0,United Planning Organization,2015,520788987,"UNITED PLANNING ORGANIZATION'S MISSION IS TO PLAN, COORDINATE & IMPLEMENT HUMAN SERVICES.",16,16,412,220,0,37655258,36277037,57079,5301,396,140968,344002,37905287,36678514,10575574,10559838,0,17253104,17228715,0,0,10118769,9045152,37947447,36833705,-42160,-155191,17575481,16496801,13843567,12903787,3731914,3593014
0,Urban Alliance Foundation,2018,521938443,"TO EMPOWER UNDER-RESOURCED YOUTH TO ASPIRE, AND SUCCEED THROUGH PAID INTERNSHIPS, AND MENTORSHIP.",18,17,1001,22,0,6660376,4398470,3430446,27999,29677,929,2428,7431729,7861021,41387,36806,0,3058187,3322548,0,600361,3027751,3209296,6127325,6568650,1304404,1292371,5836334,7014059,904886,761853,4931448,6252206
0,Urban Alliance Foundation,2016,521938443,"THE FOUNDATION EMPOWERS UNDER-RESOURCED YOUTH TO ASPIRE, WORK AND SUCCEED THROUGH PAID INTERNSHIPS, FORMAL TRAINING, AND MENTORSHIP.",22,21,906,22,0,5427253,6660376,742425,56982,27999,3348,929,6235443,7431729,48371,41387,0,3021828,3058187,0,596352,2693032,3027751,5763231,6127325,472212,1304404,4589838,5836334,916917,904886,3672921,4931448
0,Urban Alliance Foundation,2015,521938443,"The Foundation empowers under-resourced youth to aspire, work and succeed through paid internships, formal training, and mentorship.",21,20,950,21,0,5052294,6175113,0,24751,56982,12037,3348,5089082,6235443,44800,48371,0,2500991,3021828,0,573443,2175626,2693032,4721417,5763231,367665,472212,3863123,4589838,988340,1263967,2874783,3325871
0,Urban Alliance Foundation,2014,521938443,"URBAN ALLIANCE EMPOWERS UNDER-RESOURCED YOUTH TO ASPIRE, WORK AND SUCCEED THROUGH PAID INTERNSHIPS, FORMAL TRAINING, AND MENTORSHIP.",19,18,809,19,0,3506613,5052294,0,18145,24751,64499,12037,3589257,5089082,0,44800,0,1751828,2500991,0,498190,1759836,2175626,3511664,4721417,77593,367665,3091431,3863123,660991,988340,2430440,2874783
0,Urban Village Community Center Assoc,2017,522420644,"CHILDREN AFTER SCHOOL, SENIORSAND COMMUNITY PROGRAMS",6,6,0,,0,20000,28628,0,518,524,,0,20518,29152,,0,65397,,0,0,0,6214,3418,41809,68815,-21291,-39663,437996,406981,9361,18009,428635,388972
0,Urban Village Community Center Assoc,2016,522420644,"CHILDREN AFTER SCHOOL, SENIORSAND COMMUNITY PROGRAMS",5,5,0,,0,19933,20000,0,514,518,,0,20447,20518,,0,35595,,0,0,0,6564,6214,31787,41809,-11340,-21291,453949,437996,4023,9361,449926,428635
0,Urban Village Community Center Assoc,2015,522420644,"CHILDREN AFTER SCHOOL, SENIORSAND COMMUNITY PROGRAMS",5,5,0,8,0,19967,19933,0,510,514,,0,20477,20447,,0,25223,,0,0,0,6601,6564,34889,31787,-14412,-11340,467399,453949,6133,4023,461266,449926
0,Urban Village Community Center Assoc,2014,522420644,"CHILDREN AFTER SCHOOL, SENIORSAND COMMUNITY PROGRAMS",5,5,0,,0,20881,19967,0,601,510,,0,21482,20477,,0,28288,,0,0,0,5166,6601,35729,34889,-14247,-14412,475898,467399,80,6133,475818,461266
0,Washington Nationals Youth Baseball Academy,2017,453990897,"TO USE BASEBALL AND SOFTBALL AS VEHICLES TO FOSTER POSITIVE CHARACTER DEVELOPMENT, ACADEMIC ACHIEVEMENT,AND IMPROVED HEALTH AMONG YOUTH FROM UNDERSERVED COMMUNITIES IN D.C.",17,17,0,350,0,1217270,1460105,0,0,323,32287,46886,1249557,1507314,0,0,0,623643,1013335,0,212197,2206256,2290944,2829899,3304279,-1580342,-1796965,19161114,17003737,1746016,1450160,17415098,15553577
0,Washington Nationals Youth Baseball Academy,2016,453990897,"TO USE BASEBALL AND SOFTBALL AS VEHICLES TO FOSTER POSITIVE CHARACTER DEVELOPMENT, ACADEMIC ACHIEVEMENT,AND IMPROVED HEALTH AMONG YOUTH FROM UNDERSERVED COMMUNITIES IN D.C.",17,17,0,250,0,13609762,1217270,0,0,0,0,32287,13609762,1249557,0,0,0,129992,623643,0,232611,331682,2206256,461674,2829899,13148088,-1580342,20626108,19161114,1646440,1746016,18979668,17415098
0,Washington Nationals Youth Baseball Academy,2014,453990897,"To use baseball and softball as vehicles to support and strengthen in youth the values of education, health, & fitness, discipline, sportsmanship, teamwork, community,& responsblty.",17,17,0,,0,5933920,13609762,0,0,0,0,0,5933920,13609762,0,0,0,0,129992,0,202243,102340,331682,102340,461674,5831580,13148088,5850036,20626108,18456,1646440,5831580,18979668
0,Washington Tennis & Education Foundation East,2018,454066642,"WASHINGTON TENNIS & EDUCATION FOUNDATION EAST WAS FORMED TO SERVE AS A SUPPORTING FOUNDATION DESCRIBED IN INTERNAL REVENUE CODE SECTION 509(A)(3) SOLELY FOR THE BENEFIT OF THE WASHINGTON TENNIS & EDUCATION FOUNDATION, A DISTRICT OF COLUMBIA NONPROFIT CORPORATION WHICH QUALIFIES UNDER INTERNAL REVENUE CODE SECTION 501(C)(3) AND 509(A)(2).",3,3,0,7,0,0,120316,832188,0,0,0,0,554792,952504,0,0,0,0,0,0,0,309019,444162,309019,444162,245773,508342,11202105,11697519,10029603,10016669,1172502,1680850
0,Washington Tennis & Education Foundation East,2016,454066642,"WASINGTON TENNIS & EDUCATION FOUNDATION EAST WAS FORMED TO SERVE AS A SUPPORTING FOUNDATION DESCRIBED IN INTERNAL REVENUE CODE SECTION 509(A)(3) SOLELY FOR THE BENEFIT OF THE WASHINGTON TENNIS & EDUCATION FOUNDATION, A DISTRICT OF COLUMBIA NONPROFIT CORPORATION WHICH QUALIFIES UNDER INTERNAL REVENUE CODE SECTION 501(C)(3) AND 509(A)(2).",4,4,0,5,0,0,0,832188,1186,4,0,0,833374,832192,0,0,0,0,0,0,0,416564,439852,416564,439852,416810,392340,10357282,10514145,10235477,10000000,121805,514145
0,Washington Tennis & Education Foundation East,2014,454066642,"WASINGTON TENNIS & EDUCATION FOUNDATION EAST WAS FORMED TO SERVE AS A SUPPORTING FOUNDATION DESCRIBED IN INTERNAL REVENUE CODE SECTION 509(A)(3) SOLELY FOR THE BENEFIT OF THE WASHINGTON TENNIS & EDUCATION FOUNDATION, A DISTRICT OF COLUMBIA NONPROFIT CORPORATION WHICH QUALIFIES UNDER INTERNAL REVENUE CODE SECTION 501(C)(3) AND 509(A)(2).",4,4,0,5,0,15000,0,832188,7631,1186,0,0,161329,833374,0,0,0,0,0,0,0,456334,416564,456334,416564,-295005,416810,9806385,10357282,10101390,10235477,-295005,121805
0,Washington Urban Debate League,2018,474987160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28247,37021
0,Wilderness Leadership and Learning,2018,134256302,"WILL'S MISSION IS TO PROVIDE DIVERSE GROWTH EXPERIENCES AND CHALLENGING LEARNING OPPORTUNITIES TO INSPIRE AND ASSIST YOUTH TO MAKE GOOD DECISIONS, BECOME EFFECTIVE LEADERS, AND ACHIEVE THEIR GOALS. OUR GOAL IS TO LAUNCH WILL YOUTH INTO A FUTURE THAT THEY COULD NOT IMAGINE BEFORE THEY PARTICIPATED IN THE PROGRAM, AND TO COMPLIMENT TRADITIONAL CLASSROOM EDUCATION WITH HIGH-QUALITY, DIVERSE EXPERIENTIAL LEARNING OPPORTUNITIES TO DEVELOP INHERENT STRENGTHS, DECISION-MAKING AND LEADERSHIP AND LIFE SKILLS FOR STUDENTS TO LEARN AND BE SUCCESSFUL.",11,10,2,34,0,244703,280510,0,62,157,567,0,245332,280667,0,0,0,123533,130069,460,17932,85933,103148,211461,233677,33871,46990,290096,326329,13059,2302,277037,324027
0,Wilderness Leadership and Learning,2017,134256302,"WILL'S MISSION IS TO PROVIDE DIVERSE GROWTH EXPERIENCES AND CHALLENGING LEARNING OPPORTUNITIES TO INSPIRE AND ASSIST YOUTH TO MAKE GOOD DECISIONS, BECOME EFFECTIVE LEADERS, AND ACHIEVE THEIR GOALS. OUR GOAL IS TO LAUNCH WILL YOUTH INTO A FUTURE THAT THEY COULD NOT IMAGINE BEFORE THEY PARTICIPATED IN THE PROGRAM, AND TO COMPLIMENT TRADITIONAL CLASSROOM EDUCATION WITH HIGH-QUALITY, DIVERSE EXPERIENTIAL LEARNING OPPORTUNITIES TO DEVELOP INHERENT STRENGTHS, DECISION-MAKING AND LEADERSHIP AND LIFE SKILLS FOR STUDENTS TO LEARN AND BE SUCCESSFUL.",7,6,3,29,0,242852,244703,0,47,62,499,567,244898,245332,0,0,0,116843,123533,1995,20275,81036,85933,200379,211461,44519,33871,250099,290096,6933,13059,243166,277037
0,Wilderness Leadership and Learning,2016,134256302,"WILL'S MISSION IS TO PROVIDE DIVERSE GROWTH EXPERIENCES AND CHALLENGING LEARNING OPPORTUNITIES TO INSPIRE AND ASSIST YOUTH TO MAKE GOOD DECISIONS, BECOME EFFECTIVE LEADERS, AND ACHIEVE THEIR GOALS. OUR GOAL IS TO LAUNCH WILL YOUTH INTO A FUTURE THAT THEY COULD NOT IMAGINE BEFORE THEY PARTICIPATED IN THE PROGRAM, AND TO COMPLIMENT TRADITIONAL CLASSROOM EDUCATION WITH HIGH-QUALITY, DIVERSE EXPERIENTIAL LEARNING OPPORTUNITIES TO DEVELOP INHERENT STRENGTHS, DECISION-MAKING AND LEADERSHIP AND LIFE SKILLS FOR STUDENTS TO LEARN AND BE SUCCESSFUL.",10,9,2,27,0,235435,242852,1500,35,47,1514,499,240584,244898,0,0,0,96405,116843,2500,18788,80632,81036,180537,200379,60047,44519,203205,250099,4558,6933,198647,243166
0,Wilderness Leadership and Learning,2015,134256302,"WILL'S MISSION IS TO PROVIDE DIVERSE GROWTH EXPERIENCES AND CHALLENGING LEARNING OPPORTUNITIES TO INSPIRE AND ASSIST YOUTH TO MAKE GOOD DECISIONS, BECOME EFFECTIVE LEADERS, AND ACHIEVE THEIR GOALS. OUR GOAL IS TO LAUNCH WILL YOUTH INTO A FUTURE THAT THEY COULD NOT IMAGINE BEFORE THEY PARTICIPATED IN THE PROGRAM, AND TO COMPLIMENT TRADITIONAL CLASSROOM EDUCATION WITH HIGH-QUALITY, DIVERSE EXPERIENTIAL LEARNING OPPORTUNITIES TO DEVELOP INHERENT STRENGTHS, DECISION-MAKING AND LEADERSHIP AND LIFE SKILLS FOR STUDENTS TO LEARN AND BE SUCCESSFUL.",12,11,1,32,0,195501,235435,3600,39,35,188,1514,198728,240584,0,0,0,88792,96405,3500,18060,69509,80632,162711,180537,36017,60047,145509,203205,6909,4558,138600,198647
0,YMCA of Metropolitan Washington,2017,530207403,"PROVIDE PROGRAMS THAT CONTRIBUTE TO HEALTHY LIVING, YOUTH DEVELOPMENT & SOCIAL RESPONSIBILITY.",15,14,2475,2899,0,5260435,6028215,43073142,377022,456283,1027308,1060849,49112226,50618489,159124,174665,0,32242142,33130524,0,418026,18162787,19453374,50564053,52758563,-1451827,-2140074,54022401,52372699,23747044,24405188,30275357,27967511
0,YMCA of Metropolitan Washington,2016,530207403,"TO PROVIDE PROGRAMS AND SERVICES THAT CONTRIBUTE TO HEALTHY LIVING, YOUTH DEVELOPMENT AND SOCIAL RESPONSIBILITY.",15,14,2472,3020,0,5147793,5260435,42447461,1978628,377022,1234708,1027308,48134184,49112226,0,159124,0,30528220,32242142,0,447272,16952939,18162787,47481159,50564053,653025,-1451827,56256726,54022401,24659452,23747044,31597274,30275357
0,YMCA of Metropolitan Washington,2014,530207403,"TO PROVIDE PROGRAMS AND SERVICES THAT CONTRIBUTE TO HEALTHY LIVING, YOUTH DEVELOPMENT AND SOCIAL RESPONSIBILITY.",13,12,2319,4460,0,5145953,5147793,39773055,111740,1978628,59240,1234708,46228766,48134184,0,0,0,29284421,30528220,0,393313,17494057,16952939,46778478,47481159,-549712,653025,56363959,56256726,25814790,24659452,30549169,31597274
0,Young Ladies of Tomorrow,2017,522203869,YOUNG LADIES OF TOMORROW'S MISSION IS TO SERVE AS AN ALTERNATIVE TO THE JUVENILE JUSTICE SYSTEM FOR ADOLESCENT FEMALES FROM UNDERSERVED COMMUNITIES THROUGH A TRAUMA-INFORMED HOLISTIC APPROACH TO YOUTH DEVELOPMENT PROGRAMMING THAT EMPOWERS EACH YOUNG LADY TO SUCCESSFULLY TRANSITION INTO WOMANHOOD.,3,3,4,10,0,233172,147985,165952,0,0,0,0,233172,313937,0,0,0,107588,139100,0,5177,95797,101870,203385,240970,29787,72967,65509,116165,28375,6064,37134,110101
0,Young Ladies of Tomorrow,2016,522203869,See Schedule O,5,5,1,9,0,193966,233172,0,4,0,,0,193970,233172,,0,0,143667,107588,0,35,70050,95797,213717,203385,-19747,29787,8973,65509,1555,28375,7418,37134
0,Young Ladies of Tomorrow,2015,522203869,"PROVIDE A SAFE HAVEN AND ALTERNATIVES FOR FEMALE ADOLESCENTS ENTERING THE JUVENILE JUSTICE SYSTEM BY HARNESSING THE VALUES OF COMPASSION AND RESPECT FOR EACH OF THE GIRLS; RESTORE THE FUNDAMENTAL PRINCIPLES OF RESPECT FOR HUMAN DIGINITY, AND BUILD A STRONGER AND MORE DECENT LOCAL COMMUNITY.",4,3,3,,0,275469,193966,0,4,4,,0,275473,193970,,0,0,147442,143667,0,228,121042,70050,268484,213717,6989,-19747,31102,8973,3937,1555,27165,7418
0,Young Playwrights Theater,2018,522102391,Young Playwrights Theater(YPT) teaches students throughout the DC Metro area to express themselves clearly & creatively through the art of playwriting. In-school and after-school programs inspire students to understand the power of language and realize their potential.,11,11,14,114,0,587001,655263,64368,1724,2909,,-7039,732683,715501,,0,0,535520,551151,0,60894,255814,238627,791334,789778,-58651,-74277,1006608,907183,38668,13520,967940,893663
0,Youth in the Arts IMAGINE,2017,275108166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,267
0,Youth in the Arts IMAGINE,2016,275108166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730,7
0,Youth in the Arts IMAGINE,2015,275108166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3237,1730
0,Youth in the Arts IMAGINE,2014,275108166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3237
0,Youth Leadership Foundation,2018,522016259,The organization's mission is to build character and support the pursuit of academic excellence enabling youth in the DC-MD-VA area to enhance the trajectory of their lives.,31,31,58,34,0,770884,810836,62211,,0,,0,811199,873047,,0,0,489446,475519,49650,137083,199255,273187,733151,798356,78048,74691,200699,275666,46300,46576,154399,229090
0,Youth Leadership Foundation,2017,522016259,The organization's mission is to build character and support the pursuit of academic excellence enabling youth in the DC-MD-VA area to enhance the trajectory of their lives.,29,29,7,24,0,293520,770884,40315,,0,,0,294407,811199,,0,0,204790,489446,44450,125726,80755,199255,303772,733151,-9365,78048,180570,200699,104219,46300,76351,154399
0,Youth Leadership Foundation,2015,522016259,to provide character building programs and support the pursuit of academic excellence for D.C. youth enabling them to change the trajectory of their lives.,19,19,52,40,0,665401,722024,22012,139,-236,966,0,839623,743800,,0,0,405361,452790,40000,91618,373698,376609,779059,869399,60564,-125599,248870,84235,19493,11361,229377,72874
0,YWCA National Capital Area,2018,520893511,"TO ELIMINATE RACISM, EMPOWER WOMEN and PROMOTE PEACE, JUSTICE, FREEDOM AND DIGNITY FOR ALL",20,20,41,100,0,494318,379878,1274592,205680,43752,28935,158347,1854922,1856569,0,0,0,1342300,1201538,0,688044,852932,1060336,2195232,2261874,-340310,-405305,4540197,4119521,1162573,1211609,3377624,2907912
0,YWCA National Capital Area,2017,520893511,"TO ELIMINATE RACISM, EMPOWER WOMEN and PROMOTE PEACE, JUSTICE, FREEDOM AND DIGNITY FOR ALL",20,20,41,100,0,494318,379878,1274592,205680,43752,28935,158347,1854922,1856569,0,0,0,1342300,1201538,0,688044,852932,1060336,2195232,2261874,-340310,-405305,4540197,4119521,1162573,1211609,3377624,2907912
0,YWCA National Capital Area,2016,520893511,"TO ELIMINATE RACISM, EMPOWER WOMEN AND PROMOTE PEACE, JUSTICE, FREEDOM AND DIGNITY FOR ALL.",23,23,41,100,0,847107,494318,1125989,199726,205680,88949,28935,2309288,1854922,0,0,0,1348050,1342300,0,351711,854042,852932,2202092,2195232,107196,-340310,5294007,4540197,1327676,1162573,3966331,3377624
0,YWCA National Capital Area,2014,520893511,"TO ELIMINATE RACISM, EMPOWER WOMEN AND PROMOTE PEACE, JUSTICE, FREEDOM AND DIGNITY FOR ALL.",24,24,44,200,0,345046,847107,1173506,179647,199726,113059,88949,1664981,2309288,0,0,0,1271718,1348050,0,356374,994131,854042,2265849,2202092,-600868,107196,4782498,5294007,1189656,1327676,3592842,3966331
0,Zenith Community Arts Foundation,2017,364385716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206257,201932
0,Zenith Community Arts Foundation,2015,364385716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194316,206257
